record_id,date,time,season,month,day_of_week,temperature,pressure,humidity,wind_speed,weather_condition
28,2022-01-07,22:00,Winter,1,Friday,14.2,1016.4,52,15.1,Clear
33,2022-01-08,10:00,Winter,1,Saturday,25.8,1029,49.8,9.9,Partly Cloudy
35,2022-01-08,12:00,Winter,1,Saturday,26.3,1011.1,34.4,19.7,Partly Cloudy
31,2022-01-08,21:00,Winter,1,Saturday,11.6,1021.3,38.4,16.5,Partly Cloudy
32,2022-01-08,21:00,Winter,1,Saturday,11.7,1015.5,52.7,8.1,Clear
34,2022-01-08,21:00,Winter,1,Saturday,15.3,1020.1,55.6,13.5,Fog
37,2022-01-09,01:00,Winter,1,Sunday,14.6,1013.2,66.5,12.4,Fog
36,2022-01-09,17:00,Winter,1,Sunday,21.5,1022.5,66.1,13.5,Clear
38,2022-01-09,20:00,Winter,1,Sunday,17.4,1025.3,60.3,8.3,Clear
39,2022-01-10,14:00,Winter,1,Monday,20,1017.9,56.4,11.2,Clear
42,2022-01-10,14:00,Winter,1,Monday,29,1017.3,61.8,16.7,Clear
41,2022-01-10,17:00,Winter,1,Monday,23.2,1023.1,50.4,13.4,Haze
43,2022-01-10,18:00,Winter,1,Monday,19.3,1015.9,64.4,13.5,Fog
40,2022-01-10,19:00,Winter,1,Monday,14.1,1018.8,66.2,12,Fog
46,2022-01-11,11:00,Winter,1,Tuesday,19.5,1025.5,52.6,14,Fog
47,2022-01-11,12:00,Winter,1,Tuesday,26.7,1014.3,62.4,18,Partly Cloudy
44,2022-01-11,22:00,Winter,1,Tuesday,10.9,1018.2,58.1,12.7,
45,2022-01-11,23:00,Winter,1,Tuesday,14.8,1024.1,48.3,8.6,Haze
51,2022-01-12,00:00,Winter,1,Wednesday,11.6,1013.7,60.9,9.6,Clear
53,2022-01-12,02:00,Winter,1,Wednesday,12,1017.2,48.2,9.9,Clear
50,2022-01-12,04:00,Winter,1,Wednesday,18,1014.7,,10.2,Fog
49,2022-01-12,10:00,Winter,1,Wednesday,21.9,1020.9,49,8.2,Haze
55,2022-01-12,18:00,Winter,1,Wednesday,14.6,1021.4,44.4,8.1,Haze
48,2022-01-12,21:00,Winter,1,Wednesday,10.6,1015.1,43.9,11.4,Clear
54,2022-01-12,21:00,Winter,1,Wednesday,12.1,1018.5,46.1,10,Clear
56,2022-01-12,22:00,Winter,1,Wednesday,15.4,1012.1,59.4,15.3,Clear
52,2022-01-12,23:00,Winter,1,Wednesday,9.9,1020.3,46.9,18.4,Partly Cloudy
57,2022-01-13,06:00,Winter,1,Thursday,15.9,1013.3,51.2,10.4,Cloudy
58,2022-01-13,11:00,Winter,1,Thursday,21,1009.9,71,18.1,Clear
60,2022-01-14,04:00,Winter,1,Friday,14.4,1018.2,67.3,17.8,Fog
59,2022-01-14,14:00,Winter,1,Friday,22.2,1019.6,,12.5,Cloudy
61,2022-01-14,14:00,Winter,1,Friday,22.2,1021.1,44.7,13.5,Clear
66,2022-01-15,00:00,Winter,1,Saturday,10.9,1014.4,54.3,10.9,Haze
62,2022-01-15,07:00,Winter,1,Saturday,24,1020,65.6,11.4,Partly Cloudy
65,2022-01-15,07:00,Winter,1,Saturday,22.6,1019.9,53,12.4,Fog
63,2022-01-15,09:00,Winter,1,Saturday,20.2,1020.7,58.5,13.5,Clear
64,2022-01-15,15:00,Winter,1,Saturday,17.7,1013.8,75.1,8.8,Partly Cloudy
69,2022-01-16,02:00,Winter,1,Sunday,14,1019.8,48.7,14.3,Cloudy
68,2022-01-16,04:00,Winter,1,Sunday,11.9,1024.7,55.1,9.3,Partly Cloudy
67,2022-01-16,11:00,Winter,1,Sunday,21.8,1023.5,51.3,10.7,Clear
70,2022-01-17,00:00,Winter,1,Monday,13,1014.4,53.1,8.3,Cloudy
75,2022-01-17,01:00,Winter,1,Monday,11.2,1020.8,61.3,11.5,Partly Cloudy
73,2022-01-17,02:00,Winter,1,Monday,10,1020.9,47,14.4,Clear
71,2022-01-17,03:00,Winter,1,Monday,13.1,1019.9,51.4,23,Fog
72,2022-01-17,07:00,Winter,1,Monday,17.8,1021.5,50.7,13.3,Clear
74,2022-01-17,09:00,Winter,1,Monday,20.2,1017.6,44.1,12.5,Partly Cloudy
77,2022-01-17,09:00,Winter,1,Monday,24.2,1016.3,60.4,13.9,Haze
76,2022-01-17,10:00,Winter,1,Monday,21.3,1018.7,67.7,16.9,Haze
79,2022-01-18,13:00,Winter,1,Tuesday,23.4,1020.7,73.5,9.7,Partly Cloudy
78,2022-01-18,20:00,Winter,1,Tuesday,18.7,1010.6,52.7,19.6,Cloudy
81,2022-01-19,01:00,Winter,1,Wednesday,10.9,1017.2,64.1,10.3,Clear
80,2022-01-19,06:00,Winter,1,Wednesday,16.9,1014.8,58.1,14.1,Clear
82,2022-01-19,08:00,Winter,1,Wednesday,23.4,1023.8,55.6,10.1,Partly Cloudy
85,2022-01-20,08:00,Winter,1,Thursday,19.5,1008.4,65.8,8.9,Fog
84,2022-01-20,12:00,Winter,1,Thursday,22.7,1017.8,52.8,13.9,Clear
83,2022-01-20,15:00,Winter,1,Thursday,22,1018.5,42.1,8.6,Clear
87,2022-01-21,03:00,Winter,1,Friday,14.3,1020.2,46.6,14.6,Cloudy
89,2022-01-21,09:00,Winter,1,Friday,24,1029.5,63.3,11.4,Cloudy
91,2022-01-21,11:00,Winter,1,Friday,21.1,1014.8,56.3,9.3,Cloudy
86,2022-01-21,19:00,Winter,1,Friday,10.4,1014.5,59.3,13.3,Clear
88,2022-01-21,21:00,Winter,1,Friday,16.5,1010.2,66.3,8.4,Clear
90,2022-01-21,21:00,Winter,1,Friday,15.2,1019.5,45.8,12.6,Cloudy
95,2022-01-22,01:00,Winter,1,Saturday,10.8,1018.2,49.1,14,Haze
93,2022-01-22,13:00,Winter,1,Saturday,22,1018.8,71.6,10,Haze
94,2022-01-22,13:00,Winter,1,Saturday,24.3,1018.7,62,14.7,Clear
92,2022-01-22,16:00,Winter,1,Saturday,22.9,1014.7,62.6,12.9,Clear
96,2022-01-22,20:00,Winter,1,Saturday,17.3,1015.2,52.6,13.5,Partly Cloudy
98,2022-01-23,10:00,Winter,1,Sunday,23.5,1013.5,52.1,15.7,Clear
99,2022-01-23,15:00,Winter,1,Sunday,20.7,1013,58.9,8.3,
100,2022-01-23,18:00,Winter,1,Sunday,18.7,1024.8,50.4,13.8,Cloudy
97,2022-01-23,19:00,Winter,1,Sunday,17.1,1011.1,50.8,13.1,Partly Cloudy
101,2022-01-24,22:00,Winter,1,Monday,15.1,1019.8,57.3,10.7,Clear
106,2022-01-25,03:00,Winter,1,Tuesday,16.9,1017.2,44.9,18.6,Haze
105,2022-01-25,04:00,Winter,1,Tuesday,14.2,1024.3,71.4,12.5,Clear
102,2022-01-25,05:00,Winter,1,Tuesday,16.2,1012.8,48.6,10.5,Fog
104,2022-01-25,18:00,Winter,1,Tuesday,18.1,1019,65.6,8.1,Partly Cloudy
103,2022-01-25,23:00,Winter,1,Tuesday,8.5,1017.6,51.6,8,Cloudy
108,2022-01-26,03:00,Winter,1,Wednesday,16,1022.2,55.3,19.3,Cloudy
107,2022-01-26,14:00,Winter,1,Wednesday,22.6,1014.2,48.7,12,Clear
109,2022-01-26,19:00,Winter,1,Wednesday,22.4,1018.6,31.7,22.3,Cloudy
110,2022-01-27,09:00,Winter,1,Thursday,25.8,1023.5,70.5,22.9,Cloudy
112,2022-01-27,21:00,Winter,1,Thursday,16.6,1019.7,60.1,19.2,Clear
111,2022-01-27,23:00,Winter,1,Thursday,13.6,1021.6,73.9,12.1,Partly Cloudy
113,2022-01-28,02:00,Winter,1,Friday,14,1017.7,62.8,19.5,Partly Cloudy
114,2022-01-28,04:00,Winter,1,Friday,16.9,1028,63,13.9,Clear
115,2022-01-28,05:00,Winter,1,Friday,10.9,1008.8,58.3,22.1,Fog
116,2022-01-28,20:00,Winter,1,Friday,14,1012.7,56.3,12.4,Partly Cloudy
117,2022-01-28,21:00,Winter,1,Friday,11.7,1023.4,40.7,9.3,Fog
124,2022-01-29,03:00,Winter,1,Saturday,16.5,1019.7,36.9,10.9,Fog
122,2022-01-29,05:00,Winter,1,Saturday,23.1,1018.3,48.8,8.7,Clear
119,2022-01-29,06:00,Winter,1,Saturday,16.1,1016.7,73.8,17.7,Cloudy
118,2022-01-29,07:00,Winter,1,Saturday,21,1016.3,40.6,11.5,Cloudy
121,2022-01-29,09:00,Winter,1,Saturday,19.9,1022.3,42.1,10.6,Partly Cloudy
123,2022-01-29,13:00,Winter,1,Saturday,20,1018,74.5,8.8,Clear
120,2022-01-29,20:00,Winter,1,Saturday,14.2,1011.8,50.8,9.3,Partly Cloudy
125,2022-01-31,12:00,Winter,1,Monday,26.8,1014.3,-15,10.7,Partly Cloudy
126,2022-02-01,19:00,Winter,2,Tuesday,17.6,1023.3,60.6,20.1,Clear
129,2022-02-02,06:00,Winter,2,Wednesday,17,1028.1,54.2,9.8,Clear
127,2022-02-02,16:00,Winter,2,Wednesday,20.1,1024.5,68.4,18.9,Fog
128,2022-02-02,22:00,Winter,2,Wednesday,11.8,1027.4,43.6,11.9,
132,2022-02-03,02:00,Winter,2,Thursday,5.9,1019.7,41.2,15.1,Fog
130,2022-02-03,03:00,Winter,2,Thursday,7.8,1020.8,67.3,10.7,Clear
131,2022-02-03,13:00,Winter,2,Thursday,23.9,1020.2,70.3,14,Haze
134,2022-02-04,04:00,Winter,2,Friday,,1015,55.3,12.4,Fog
135,2022-02-04,15:00,Winter,2,Friday,23.1,1022.3,44.8,11.5,Haze
136,2022-02-04,22:00,Winter,2,Friday,,1019.5,68.7,14.6,Clear
133,2022-02-04,23:00,Winter,2,Friday,13.2,1015.5,74.1,8.4,Partly Cloudy
138,2022-02-05,03:00,Winter,2,Saturday,14.1,1010.7,61.8,11,Cloudy
137,2022-02-05,19:00,Winter,2,Saturday,17.8,1020.9,51.6,9.5,Clear
139,2022-02-05,23:00,Winter,2,Saturday,12.5,1019,44.1,13.4,Haze
140,2022-02-05,23:00,Winter,2,Saturday,15.5,1018.5,56.3,9.1,Cloudy
141,2022-02-06,01:00,Winter,2,Sunday,10.5,1017.9,60.5,13.2,Cloudy
145,2022-02-06,16:00,Winter,2,Sunday,21.4,1008.3,59.3,11.7,Cloudy
142,2022-02-06,17:00,Winter,2,Sunday,20,1021.6,46.7,11.5,Clear
143,2022-02-06,18:00,Winter,2,Sunday,16.9,1018,49.6,16.9,Clear
144,2022-02-06,18:00,Winter,2,Sunday,19,1015.4,49.1,12.6,Cloudy
146,2022-02-07,13:00,Winter,2,Monday,23.2,1021.4,65.1,13.7,Cloudy
147,2022-02-07,18:00,Winter,2,Monday,17,1021.2,56.4,11,Clear
154,2022-02-08,03:00,Winter,2,Tuesday,16,1019.1,133,16.5,Partly Cloudy
158,2022-02-08,03:00,Winter,2,Tuesday,13.3,1016.3,55.8,17.1,Clear
152,2022-02-08,05:00,Winter,2,Tuesday,18.1,1018.3,50.8,9.6,Fog
151,2022-02-08,11:00,Winter,2,Tuesday,22.7,1023.3,36,15.3,Cloudy
150,2022-02-08,12:00,Winter,2,Tuesday,25.8,1015.9,56.6,8.3,Fog
157,2022-02-08,12:00,Winter,2,Tuesday,21.6,1017.2,56.8,15.6,Clear
156,2022-02-08,15:00,Winter,2,Tuesday,23.4,1021.4,45.8,11.9,Clear
155,2022-02-08,18:00,Winter,2,Tuesday,18.5,1022.2,36.7,8.8,Fog
153,2022-02-08,20:00,Winter,2,Tuesday,17.5,1019.3,67.9,15.7,Fog
148,2022-02-08,21:00,Winter,2,Tuesday,16.7,1013.2,44.8,11.1,Clear
149,2022-02-08,23:00,Winter,2,Tuesday,8.4,1007.5,62,12.8,Fog
162,2022-02-09,00:00,Winter,2,Wednesday,9.7,1013.4,54.2,15.3,Haze
160,2022-02-09,16:00,Winter,2,Wednesday,23.7,1016.7,52.3,8.5,Cloudy
163,2022-02-09,17:00,Winter,2,Wednesday,15.5,1014.9,44.6,10.3,Fog
159,2022-02-09,22:00,Winter,2,Wednesday,13.7,1018.9,57.3,18,Partly Cloudy
161,2022-02-09,22:00,Winter,2,Wednesday,11.6,1019.6,41.3,9,Cloudy
167,2022-02-10,10:00,Winter,2,Thursday,,1018.6,68.5,17,Clear
166,2022-02-10,14:00,Winter,2,Thursday,24.2,1019.7,39.9,13.4,Clear
165,2022-02-10,16:00,Winter,2,Thursday,20,1019.9,53.6,10.3,Partly Cloudy
164,2022-02-10,19:00,Winter,2,Thursday,18.1,1014,38.8,10,Fog
170,2022-02-11,00:00,Winter,2,Friday,10.1,1015.4,53.7,10.2,Fog
172,2022-02-11,05:00,Winter,2,Friday,21.6,1020.3,61.4,17.4,Fog
169,2022-02-11,12:00,Winter,2,Friday,25.7,1018.8,47.4,14.4,Fog
171,2022-02-11,16:00,Winter,2,Friday,22.6,1012.7,64.8,10.4,Cloudy
168,2022-02-11,21:00,Winter,2,Friday,12.2,1006.4,74.3,14.4,Clear
173,2022-02-12,03:00,Winter,2,Saturday,12.8,1015.8,59.3,9.3,Clear
176,2022-02-12,14:00,Winter,2,Saturday,24.8,1011.5,56.2,8.4,Clear
177,2022-02-12,14:00,Winter,2,Saturday,23.3,1023.8,46.8,14.5,Fog
175,2022-02-12,15:00,Winter,2,Saturday,22.8,1022.2,66,11.6,Clear
174,2022-02-12,19:00,Winter,2,Saturday,14.2,1012.3,47.1,10,Partly Cloudy
178,2022-02-13,05:00,Winter,2,Sunday,16.2,1022.6,60.6,20.9,Cloudy
182,2022-02-15,06:00,Winter,2,Tuesday,21,1024.3,55.5,15.9,Cloudy
181,2022-02-15,10:00,Winter,2,Tuesday,,1021.7,,,Cloudy
180,2022-02-15,13:00,Winter,2,Tuesday,25.8,1019.6,61.3,10.3,Clear
179,2022-02-15,14:00,Winter,2,Tuesday,24.9,1017.6,52.8,19.2,Cloudy
189,2022-02-16,02:00,Winter,2,Wednesday,15.2,1018.5,53,18.2,Clear
185,2022-02-16,04:00,Winter,2,Wednesday,12.3,1018.2,56.1,10.3,Cloudy
183,2022-02-16,08:00,Winter,2,Wednesday,23.9,1016.2,54.8,9.2,Clear
187,2022-02-16,09:00,Winter,2,Wednesday,22.9,1014.4,68.9,10,Partly Cloudy
184,2022-02-16,15:00,Winter,2,Wednesday,22.1,1015.4,47.3,15.7,Cloudy
188,2022-02-16,17:00,Winter,2,Wednesday,19.7,1011.3,55.6,8.5,Fog
186,2022-02-16,19:00,Winter,2,Wednesday,18.1,1017.5,37,10.2,Haze
191,2022-02-17,10:00,Winter,2,Thursday,21.1,1023.3,73.2,9.4,Fog
190,2022-02-17,12:00,Winter,2,Thursday,25.7,1024.6,51,15.1,Fog
194,2022-02-18,12:00,Winter,2,Friday,24.1,1016.3,66,13,Clear
192,2022-02-18,16:00,Winter,2,Friday,19,1012.9,60.2,15.4,Partly Cloudy
193,2022-02-18,21:00,Winter,2,Friday,15.5,,60.9,8.9,Cloudy
195,2022-02-19,05:00,Winter,2,Saturday,17.6,1016.8,49.8,9.8,Clear
201,2022-02-20,09:00,Winter,2,Sunday,23.6,1011.7,48.5,10.3,Haze
197,2022-02-20,12:00,Winter,2,Sunday,27.2,1014,60.9,12.4,Clear
196,2022-02-20,16:00,Winter,2,Sunday,21.7,1015.4,56.8,20.6,Cloudy
198,2022-02-20,18:00,Winter,2,Sunday,17.3,1016.7,55.5,16.1,Cloudy
200,2022-02-20,18:00,Winter,2,Sunday,19.9,1017.6,43.9,17.6,Clear
199,2022-02-20,20:00,Winter,2,Sunday,15.6,1016.2,63.6,10.1,Clear
202,2022-02-22,02:00,Winter,2,Tuesday,14.8,1029.6,63.8,11,Clear
205,2022-02-22,04:00,Winter,2,Tuesday,15.2,1024.4,56.2,17.1,Haze
206,2022-02-22,04:00,Winter,2,Tuesday,13.9,1023.4,54.2,22.4,Clear
203,2022-02-22,13:00,Winter,2,Tuesday,22.4,1015,51.9,10.6,Clear
204,2022-02-22,18:00,Winter,2,Tuesday,17.3,1019,55.8,9,Clear
207,2022-02-22,19:00,Winter,2,Tuesday,17.3,1018,47.8,17.2,haze
212,2022-02-23,03:00,Winter,2,Wednesday,11.5,1023.4,50.2,17.8,Clear
211,2022-02-23,04:00,Winter,2,Wednesday,12.1,1018.1,40.7,20.6,Clear
210,2022-02-23,09:00,Winter,2,Wednesday,19.8,1021.7,63,13.6,Clear
208,2022-02-23,16:00,Winter,2,Wednesday,20.2,1023.1,58.9,9,Haze
209,2022-02-23,20:00,Winter,2,Wednesday,11.2,1017.6,60.4,10.1,Clear
214,2022-02-24,03:00,Winter,2,Thursday,12,1020.8,57.2,9.2,
213,2022-02-24,05:00,Winter,2,Thursday,13.7,1020,61.5,15.6,Partly Cloudy
215,2022-02-24,06:00,Winter,2,Thursday,20.9,1028,32.3,13.5,Fog
216,2022-02-24,06:00,Winter,2,Thursday,18.3,1011.2,47,11.3,Fog
219,2022-02-25,00:00,Winter,2,Friday,8.9,1017.3,64.3,17,Clear
218,2022-02-25,02:00,Winter,2,Friday,11.7,1018.6,74.4,19.6,Clear
217,2022-02-25,17:00,Winter,2,Friday,18.4,1025,54.5,10.7,Clear
221,2022-02-27,03:00,Winter,2,Sunday,11.8,1021.5,48.9,12.5,Cloudy
222,2022-02-27,05:00,Winter,2,Sunday,11.7,1018,50.3,17.7,Partly Cloudy
223,2022-02-27,08:00,Winter,2,Sunday,20.3,1017.2,51.5,23.8,Fog
224,2022-02-27,21:00,Winter,2,Sunday,10.7,1021.5,53.7,13.1,Clear
220,2022-02-27,23:00,Winter,2,Sunday,12.8,1021.2,49.7,8.4,Fog
226,2022-02-28,11:00,Winter,2,Monday,26.1,1017.5,52,13.9,Cloudy
225,2022-02-28,13:00,Winter,2,Monday,25.7,1023.2,65,17.1,Clear
227,2022-02-28,19:00,Winter,2,Monday,16.3,1019.9,82.7,9.6,Partly Cloudy
228,2022-02-28,23:00,Winter,2,Monday,11.6,1019,41.3,22.5,Cloudy
229,2022-03-01,03:00,Summer,3,Tuesday,33.9,1009.4,40.4,,Clear
230,2022-03-01,20:00,Summer,3,Tuesday,32.9,1006.4,74.6,18.5,Clear
231,2022-03-01,23:00,Summer,3,Tuesday,30.1,1008.2,31.4,14.5,Clear
233,2022-03-02,09:00,Summer,3,Wednesday,36.5,998.9,43,15.2,Cloudy
232,2022-03-02,11:00,Summer,3,Wednesday,40.1,1002.3,47.7,13.5,Haze
234,2022-03-02,21:00,Summer,3,Wednesday,31.2,1007.9,34.3,18.6,Clear
236,2022-03-03,02:00,Summer,3,Thursday,28.8,1006.5,48.9,15.7,Haze
235,2022-03-03,06:00,Summer,3,Thursday,37.2,1000.2,49.3,16.3,Fog
237,2022-03-03,22:00,Summer,3,Thursday,26.1,1005.9,43.2,15.2,Clear
240,2022-03-04,09:00,Summer,3,Friday,42.6,1008.1,53.3,17.5,Cloudy
238,2022-03-04,13:00,Summer,3,Friday,36.8,1009.9,52.2,20.1,Clear
241,2022-03-04,15:00,Summer,3,Friday,37.3,1000,43.7,15.4,Clear
242,2022-03-04,15:00,Summer,3,Friday,35.8,1005.3,27.2,14,Fog
239,2022-03-04,23:00,Summer,3,Friday,28.5,1012.2,61.2,19.8,Haze
243,2022-03-05,21:00,Summer,3,Saturday,29.6,1007,52.1,15,Partly Cloudy
246,2022-03-06,05:00,Summer,3,Sunday,29.2,1000.3,28.6,17.7,Partly Cloudy
244,2022-03-06,09:00,Summer,3,Sunday,39.9,1006.3,33.8,17.9,Partly Cloudy
247,2022-03-06,11:00,Summer,3,Sunday,40.3,1002.8,50.7,18.1,Haze
245,2022-03-06,12:00,Summer,3,Sunday,42.6,1001.8,38.1,13.2,Haze
248,2022-03-07,08:00,Summer,3,Monday,36.8,1005.9,44.5,14,Clear
250,2022-03-08,03:00,Summer,3,Tuesday,28.9,1005,38.3,15.8,Partly Cloudy
249,2022-03-08,12:00,Summer,3,Tuesday,41.6,1007.8,50.5,19.7,Clear
251,2022-03-08,23:00,Summer,3,Tuesday,29.3,1003.9,26.2,17.6,Partly Cloudy
257,2022-03-10,03:00,Summer,3,Thursday,27.6,1005.4,38.7,15,Clear
252,2022-03-10,10:00,Summer,3,Thursday,41.4,1004.9,43.4,19.5,Clear
255,2022-03-10,10:00,Summer,3,Thursday,,1009.1,50.3,28.2,Haze
254,2022-03-10,17:00,Summer,3,Thursday,33.1,1007.3,18.3,22.8,Clear
253,2022-03-10,19:00,Summer,3,Thursday,31.9,1006.1,31.7,15.3,Haze
256,2022-03-10,20:00,Summer,3,Thursday,30.5,1001.3,61.9,14.1,Partly Cloudy
259,2022-03-11,00:00,Summer,3,Friday,27.4,1000.6,34.5,15.2,Clear
258,2022-03-11,17:00,Summer,3,Friday,32.4,1002.5,42.4,19.4,Haze
261,2022-03-13,05:00,Summer,3,Sunday,30.2,1002.1,47.8,13.9,Clear
260,2022-03-13,06:00,Summer,3,Sunday,38.9,1003.6,40.3,14.1,Cloudy
262,2022-03-13,14:00,Summer,3,Sunday,35.4,1004.8,46.4,16.7,Clear
265,2022-03-14,10:00,Summer,3,Monday,38.2,997.6,43.3,13.1,Clear
263,2022-03-14,17:00,Summer,3,Monday,37.3,1004.7,40.2,25.8,Cloudy
266,2022-03-14,19:00,Summer,3,Monday,34.5,1005.6,62.3,17,Clear
264,2022-03-14,23:00,Summer,3,Monday,27.1,1001,55.3,15.9,Partly Cloudy
267,2022-03-14,23:00,Summer,3,Monday,28.4,1004.4,39.9,13.1,Partly Cloudy
268,2022-03-15,14:00,Summer,3,Tuesday,35.5,1005.4,38.5,15.7,Clear
270,2022-03-16,06:00,Summer,3,Wednesday,35,1001.4,53.8,16.2,Clear
272,2022-03-16,09:00,Summer,3,Wednesday,41.5,1002.1,34.1,12,Haze
273,2022-03-16,11:00,Summer,3,Wednesday,42.2,1006.5,33.6,21.6,Cloudy
269,2022-03-16,15:00,Summer,3,Wednesday,37.7,1001.8,49.7,27.9,Partly Cloudy
271,2022-03-16,20:00,Summer,3,Wednesday,30.6,997.3,46.6,15.7,Fog
274,2022-03-16,23:00,Summer,3,Wednesday,29.7,1008.5,48.4,13.2,Clear
276,2022-03-17,04:00,Summer,3,Thursday,28.4,1003.1,54,13.7,Fog
275,2022-03-17,13:00,Summer,3,Thursday,39,1005.3,31.6,17.2,Clear
277,2022-03-17,20:00,Summer,3,Thursday,32.5,1001.5,32.7,19.7,Clear
278,2022-03-18,17:00,Summer,3,Friday,36.4,1005.6,35.3,23.9,Haze
280,2022-03-19,02:00,Summer,3,Saturday,25.9,1003.3,37,23.9,Clear
279,2022-03-19,04:00,Summer,3,Saturday,32.6,1002,38.7,14.6,Cloudy
282,2022-03-19,04:00,Summer,3,Saturday,31.2,1012.6,34.4,13,Clear
281,2022-03-19,22:00,Summer,3,Saturday,33.4,1010.9,38.5,12.4,Partly Cloudy
283,2022-03-19,23:00,Summer,3,Saturday,30.2,1010.9,51.9,15.1,Haze
284,2022-03-20,16:00,Summer,3,Sunday,38.9,1004.9,52.8,13.6,Haze
285,2022-03-20,18:00,Summer,3,Sunday,30.7,1004.3,42.5,12.7,Haze
286,2022-03-20,18:00,Summer,3,Sunday,33.2,1004.7,41.2,17.8,Haze
288,2022-03-21,11:00,Summer,3,Monday,37.6,1004.2,40.5,12.1,Clear
287,2022-03-21,20:00,Summer,3,Monday,29.6,1011.8,49.7,12.1,Clear
290,2022-03-22,00:00,Summer,3,Tuesday,26,,34.4,18.4,Clear
289,2022-03-22,08:00,Summer,3,Tuesday,37.4,999,49,18.1,Clear
291,2022-03-22,17:00,Summer,3,Tuesday,36.3,1004.8,57.8,16.7,Clear
292,2022-03-22,20:00,Summer,3,Tuesday,31.8,1001.5,47.5,16.9,Clear
293,2022-03-23,03:00,Summer,3,Wednesday,29.9,1000.4,57.1,18.6,Clear
294,2022-03-23,09:00,Summer,3,Wednesday,39.8,1002.8,47.2,20.9,
295,2022-03-24,06:00,Summer,3,Thursday,34.7,999.8,48.8,12.6,Clear
296,2022-03-24,21:00,Summer,3,Thursday,30.3,1004.8,47.3,31.4,Clear
298,2022-03-25,00:00,Summer,3,Friday,30.1,1007.3,36.9,14.2,Partly Cloudy
301,2022-03-25,01:00,Summer,3,Friday,24.3,1007.3,51.2,13,Clear
304,2022-03-25,06:00,Summer,3,Friday,31.7,1004.5,45.3,12.8,Fog
303,2022-03-25,08:00,Summer,3,Friday,34.8,1000.8,46.1,13.1,Clear
302,2022-03-25,10:00,Summer,3,Friday,40.8,1006.6,65.6,13.5,
299,2022-03-25,16:00,Summer,3,Friday,,1000.7,46.5,19.9,Cloudy
297,2022-03-25,22:00,Summer,3,Friday,29.1,1002.8,48.8,12.8,Cloudy
300,2022-03-25,23:00,Summer,3,Friday,29.4,999.8,47.3,16.1,Partly Cloudy
306,2022-03-26,16:00,Summer,3,Saturday,38.8,1007.5,31.9,23,Clear
307,2022-03-26,16:00,Summer,3,Saturday,36,997.9,43.8,18.1,Cloudy
305,2022-03-26,21:00,Summer,3,Saturday,30.5,1007.4,42.3,14.9,Clear
313,2022-03-27,00:00,Summer,3,Sunday,29.8,1006.5,40.4,13.4,Clear
