record_id,date,time,season,month,day_of_week,temperature,pressure,humidity,wind_speed,weather_condition
29.0,2022-01-07,11:00,Winter,1.0,Friday,22.8,1017.9,59.3,10.6,Cloudy
26.0,2022-01-07,13:00,Winter,1.0,Friday,22.7,1019.9,41.3,9.6,Clear
28.0,2022-01-07,22:00,Winter,1.0,Friday,14.2,1016.4,52.0,15.1,Clear
33.0,2022-01-08,10:00,Winter,1.0,Saturday,25.8,1029.0,49.8,9.9,Partly Cloudy
35.0,2022-01-08,12:00,Winter,1.0,Saturday,26.3,1011.1,34.4,19.7,Partly Cloudy
31.0,2022-01-08,21:00,Winter,1.0,Saturday,11.6,1021.3,38.4,16.5,Partly Cloudy
32.0,2022-01-08,21:00,Winter,1.0,Saturday,11.7,1015.5,52.7,8.1,Clear
34.0,2022-01-08,21:00,Winter,1.0,Saturday,15.3,1020.1,55.6,13.5,Fog
37.0,2022-01-09,01:00,Winter,1.0,Sunday,14.6,1013.2,66.5,12.4,Fog
36.0,2022-01-09,17:00,Winter,1.0,Sunday,21.5,1022.5,66.1,13.5,Clear
38.0,2022-01-09,20:00,Winter,1.0,Sunday,17.4,1025.3,60.3,8.3,Clear
39.0,2022-01-10,14:00,Winter,1.0,Monday,20.0,1017.9,56.4,11.2,Clear
42.0,2022-01-10,14:00,Winter,1.0,Monday,29.0,1017.3,61.8,16.7,Clear
41.0,2022-01-10,17:00,Winter,1.0,Monday,23.2,1023.1,50.4,13.4,Haze
43.0,2022-01-10,18:00,Winter,1.0,Monday,19.3,1015.9,64.4,13.5,Fog
40.0,2022-01-10,19:00,Winter,1.0,Monday,14.1,1018.8,66.2,12.0,Fog
46.0,2022-01-11,11:00,Winter,1.0,Tuesday,19.5,1025.5,52.6,14.0,Fog
47.0,2022-01-11,12:00,Winter,1.0,Tuesday,26.7,1014.3,62.4,18.0,Partly Cloudy
45.0,2022-01-11,23:00,Winter,1.0,Tuesday,14.8,1024.1,48.3,8.6,Haze
51.0,2022-01-12,00:00,Winter,1.0,Wednesday,11.6,1013.7,60.9,9.6,Clear
53.0,2022-01-12,02:00,Winter,1.0,Wednesday,12.0,1017.2,48.2,9.9,Clear
50.0,2022-01-12,04:00,Winter,1.0,Wednesday,18.0,1014.7,48.6,10.2,Fog
49.0,2022-01-12,10:00,Winter,1.0,Wednesday,21.9,1020.9,49.0,8.2,Haze
55.0,2022-01-12,18:00,Winter,1.0,Wednesday,14.6,1021.4,44.4,8.1,Haze
48.0,2022-01-12,21:00,Winter,1.0,Wednesday,10.6,1015.1,43.9,11.4,Clear
54.0,2022-01-12,21:00,Winter,1.0,Wednesday,12.1,1018.5,46.1,10.0,Clear
56.0,2022-01-12,22:00,Winter,1.0,Wednesday,15.4,1012.1,59.4,15.3,Clear
52.0,2022-01-12,23:00,Winter,1.0,Wednesday,9.9,1020.3,46.9,18.4,Partly Cloudy
57.0,2022-01-13,06:00,Winter,1.0,Thursday,15.9,1013.3,51.2,10.4,Cloudy
58.0,2022-01-13,11:00,Winter,1.0,Thursday,21.0,1009.9,71.0,18.1,Clear
60.0,2022-01-14,04:00,Winter,1.0,Friday,14.4,1018.2,67.3,17.8,Fog
59.0,2022-01-14,14:00,Winter,1.0,Friday,22.2,1019.6,56.0,12.5,Cloudy
61.0,2022-01-14,14:00,Winter,1.0,Friday,22.2,1021.1,44.7,13.5,Clear
66.0,2022-01-15,00:00,Winter,1.0,Saturday,10.9,1014.4,54.3,10.9,Haze
62.0,2022-01-15,07:00,Winter,1.0,Saturday,24.0,1020.0,65.6,11.4,Partly Cloudy
65.0,2022-01-15,07:00,Winter,1.0,Saturday,22.6,1019.9,53.0,12.4,Fog
63.0,2022-01-15,09:00,Winter,1.0,Saturday,20.2,1020.7,58.5,13.5,Clear
64.0,2022-01-15,15:00,Winter,1.0,Saturday,17.7,1013.8,75.1,8.8,Partly Cloudy
69.0,2022-01-16,02:00,Winter,1.0,Sunday,14.0,1019.8,48.7,14.3,Cloudy
68.0,2022-01-16,04:00,Winter,1.0,Sunday,11.9,1024.7,55.1,9.3,Partly Cloudy
67.0,2022-01-16,11:00,Winter,1.0,Sunday,21.8,1023.5,51.3,10.7,Clear
70.0,2022-01-17,00:00,Winter,1.0,Monday,13.0,1014.4,53.1,8.3,Cloudy
75.0,2022-01-17,01:00,Winter,1.0,Monday,11.2,1020.8,61.3,11.5,Partly Cloudy
73.0,2022-01-17,02:00,Winter,1.0,Monday,10.0,1020.9,47.0,14.4,Clear
71.0,2022-01-17,03:00,Winter,1.0,Monday,13.1,1019.9,51.4,23.0,Fog
72.0,2022-01-17,07:00,Winter,1.0,Monday,17.8,1021.5,50.7,13.3,Clear
74.0,2022-01-17,09:00,Winter,1.0,Monday,20.2,1017.6,44.1,12.5,Partly Cloudy
77.0,2022-01-17,09:00,Winter,1.0,Monday,24.2,1016.3,60.4,13.9,Haze
76.0,2022-01-17,10:00,Winter,1.0,Monday,21.3,1018.7,67.7,16.9,Haze
79.0,2022-01-18,13:00,Winter,1.0,Tuesday,23.4,1020.7,73.5,9.7,Partly Cloudy
78.0,2022-01-18,20:00,Winter,1.0,Tuesday,18.7,1010.6,52.7,19.6,Cloudy
81.0,2022-01-19,01:00,Winter,1.0,Wednesday,10.9,1017.2,64.1,10.3,Clear
80.0,2022-01-19,06:00,Winter,1.0,Wednesday,16.9,1014.8,58.1,14.1,Clear
82.0,2022-01-19,08:00,Winter,1.0,Wednesday,23.4,1023.8,55.6,10.1,Partly Cloudy
85.0,2022-01-20,08:00,Winter,1.0,Thursday,19.5,1008.4,65.8,8.9,Fog
84.0,2022-01-20,12:00,Winter,1.0,Thursday,22.7,1017.8,52.8,13.9,Clear
83.0,2022-01-20,15:00,Winter,1.0,Thursday,22.0,1018.5,42.1,8.6,Clear
87.0,2022-01-21,03:00,Winter,1.0,Friday,14.3,1020.2,46.6,14.6,Cloudy
89.0,2022-01-21,09:00,Winter,1.0,Friday,24.0,1029.5,63.3,11.4,Cloudy
91.0,2022-01-21,11:00,Winter,1.0,Friday,21.1,1014.8,56.3,9.3,Cloudy
86.0,2022-01-21,19:00,Winter,1.0,Friday,10.4,1014.5,59.3,13.3,Clear
88.0,2022-01-21,21:00,Winter,1.0,Friday,16.5,1010.2,66.3,8.4,Clear
90.0,2022-01-21,21:00,Winter,1.0,Friday,15.2,1019.5,45.8,12.6,Cloudy
95.0,2022-01-22,01:00,Winter,1.0,Saturday,10.8,1018.2,49.1,14.0,Haze
93.0,2022-01-22,13:00,Winter,1.0,Saturday,22.0,1018.8,71.6,10.0,Haze
94.0,2022-01-22,13:00,Winter,1.0,Saturday,24.3,1018.7,62.0,14.7,Clear
92.0,2022-01-22,16:00,Winter,1.0,Saturday,22.9,1014.7,62.6,12.9,Clear
96.0,2022-01-22,20:00,Winter,1.0,Saturday,17.3,1015.2,52.6,13.5,Partly Cloudy
98.0,2022-01-23,10:00,Winter,1.0,Sunday,23.5,1013.5,52.1,15.7,Clear
100.0,2022-01-23,18:00,Winter,1.0,Sunday,18.7,1024.8,50.4,13.8,Cloudy
97.0,2022-01-23,19:00,Winter,1.0,Sunday,17.1,1011.1,50.8,13.1,Partly Cloudy
101.0,2022-01-24,22:00,Winter,1.0,Monday,15.1,1019.8,57.3,10.7,Clear
106.0,2022-01-25,03:00,Winter,1.0,Tuesday,16.9,1017.2,44.9,18.6,Haze
105.0,2022-01-25,04:00,Winter,1.0,Tuesday,14.2,1024.3,71.4,12.5,Clear
102.0,2022-01-25,05:00,Winter,1.0,Tuesday,16.2,1012.8,48.6,10.5,Fog
104.0,2022-01-25,18:00,Winter,1.0,Tuesday,18.1,1019.0,65.6,8.1,Partly Cloudy
103.0,2022-01-25,23:00,Winter,1.0,Tuesday,8.5,1017.6,51.6,8.0,Cloudy
108.0,2022-01-26,03:00,Winter,1.0,Wednesday,16.0,1022.2,55.3,19.3,Cloudy
107.0,2022-01-26,14:00,Winter,1.0,Wednesday,22.6,1014.2,48.7,12.0,Clear
109.0,2022-01-26,19:00,Winter,1.0,Wednesday,22.4,1018.6,31.7,22.3,Cloudy
110.0,2022-01-27,09:00,Winter,1.0,Thursday,25.8,1023.5,70.5,22.9,Cloudy
112.0,2022-01-27,21:00,Winter,1.0,Thursday,16.6,1019.7,60.1,19.2,Clear
111.0,2022-01-27,23:00,Winter,1.0,Thursday,13.6,1021.6,73.9,12.1,Partly Cloudy
113.0,2022-01-28,02:00,Winter,1.0,Friday,14.0,1017.7,62.8,19.5,Partly Cloudy
114.0,2022-01-28,04:00,Winter,1.0,Friday,16.9,1028.0,63.0,13.9,Clear
115.0,2022-01-28,05:00,Winter,1.0,Friday,10.9,1008.8,58.3,22.1,Fog
116.0,2022-01-28,20:00,Winter,1.0,Friday,14.0,1012.7,56.3,12.4,Partly Cloudy
117.0,2022-01-28,21:00,Winter,1.0,Friday,11.7,1023.4,40.7,9.3,Fog
124.0,2022-01-29,03:00,Winter,1.0,Saturday,16.5,1019.7,36.9,10.9,Fog
122.0,2022-01-29,05:00,Winter,1.0,Saturday,23.1,1018.3,48.8,8.7,Clear
119.0,2022-01-29,06:00,Winter,1.0,Saturday,16.1,1016.7,73.8,17.7,Cloudy
118.0,2022-01-29,07:00,Winter,1.0,Saturday,21.0,1016.3,40.6,11.5,Cloudy
121.0,2022-01-29,09:00,Winter,1.0,Saturday,19.9,1022.3,42.1,10.6,Partly Cloudy
123.0,2022-01-29,13:00,Winter,1.0,Saturday,20.0,1018.0,74.5,8.8,Clear
120.0,2022-01-29,20:00,Winter,1.0,Saturday,14.2,1011.8,50.8,9.3,Partly Cloudy
125.0,2022-01-31,12:00,Winter,1.0,Monday,26.8,1014.3,55.7,10.7,Partly Cloudy
126.0,2022-02-01,19:00,Winter,2.0,Tuesday,17.6,1023.3,60.6,20.1,Clear
129.0,2022-02-02,06:00,Winter,2.0,Wednesday,17.0,1028.1,54.2,9.8,Clear
127.0,2022-02-02,16:00,Winter,2.0,Wednesday,20.1,1024.5,68.4,18.9,Fog
132.0,2022-02-03,02:00,Winter,2.0,Thursday,5.9,1019.7,41.2,15.1,Fog
130.0,2022-02-03,03:00,Winter,2.0,Thursday,7.8,1020.8,67.3,10.7,Clear
131.0,2022-02-03,13:00,Winter,2.0,Thursday,23.9,1020.2,70.3,14.0,Haze
134.0,2022-02-04,04:00,Winter,2.0,Friday,23.5,1015.0,55.3,12.4,Fog
135.0,2022-02-04,15:00,Winter,2.0,Friday,23.1,1022.3,44.8,11.5,Haze
136.0,2022-02-04,22:00,Winter,2.0,Friday,18.15,1019.5,68.7,14.6,Clear
133.0,2022-02-04,23:00,Winter,2.0,Friday,13.2,1015.5,74.1,8.4,Partly Cloudy
138.0,2022-02-05,03:00,Winter,2.0,Saturday,14.1,1010.7,61.8,11.0,Cloudy
137.0,2022-02-05,19:00,Winter,2.0,Saturday,17.8,1020.9,51.6,9.5,Clear
139.0,2022-02-05,23:00,Winter,2.0,Saturday,12.5,1019.0,44.1,13.4,Haze
140.0,2022-02-05,23:00,Winter,2.0,Saturday,15.5,1018.5,56.3,9.1,Cloudy
141.0,2022-02-06,01:00,Winter,2.0,Sunday,10.5,1017.9,60.5,13.2,Cloudy
145.0,2022-02-06,16:00,Winter,2.0,Sunday,21.4,1008.3,59.3,11.7,Cloudy
142.0,2022-02-06,17:00,Winter,2.0,Sunday,20.0,1021.6,46.7,11.5,Clear
143.0,2022-02-06,18:00,Winter,2.0,Sunday,16.9,1018.0,49.6,16.9,Clear
144.0,2022-02-06,18:00,Winter,2.0,Sunday,19.0,1015.4,49.1,12.6,Cloudy
146.0,2022-02-07,13:00,Winter,2.0,Monday,23.2,1021.4,65.1,13.7,Cloudy
147.0,2022-02-07,18:00,Winter,2.0,Monday,17.0,1021.2,56.4,11.0,Clear
154.0,2022-02-08,03:00,Winter,2.0,Tuesday,16.0,1019.1,56.099999999999994,16.5,Partly Cloudy
158.0,2022-02-08,03:00,Winter,2.0,Tuesday,13.3,1016.3,55.8,17.1,Clear
152.0,2022-02-08,05:00,Winter,2.0,Tuesday,18.1,1018.3,50.8,9.6,Fog
151.0,2022-02-08,11:00,Winter,2.0,Tuesday,22.7,1023.3,36.0,15.3,Cloudy
150.0,2022-02-08,12:00,Winter,2.0,Tuesday,25.8,1015.9,56.6,8.3,Fog
157.0,2022-02-08,12:00,Winter,2.0,Tuesday,21.6,1017.2,56.8,15.6,Clear
156.0,2022-02-08,15:00,Winter,2.0,Tuesday,23.4,1021.4,45.8,11.9,Clear
155.0,2022-02-08,18:00,Winter,2.0,Tuesday,18.5,1022.2,36.7,8.8,Fog
153.0,2022-02-08,20:00,Winter,2.0,Tuesday,17.5,1019.3,67.9,15.7,Fog
148.0,2022-02-08,21:00,Winter,2.0,Tuesday,16.7,1013.2,44.8,11.1,Clear
149.0,2022-02-08,23:00,Winter,2.0,Tuesday,8.4,1007.5,62.0,12.8,Fog
162.0,2022-02-09,00:00,Winter,2.0,Wednesday,9.7,1013.4,54.2,15.3,Haze
160.0,2022-02-09,16:00,Winter,2.0,Wednesday,23.7,1016.7,52.3,8.5,Cloudy
163.0,2022-02-09,17:00,Winter,2.0,Wednesday,15.5,1014.9,44.6,10.3,Fog
159.0,2022-02-09,22:00,Winter,2.0,Wednesday,13.7,1018.9,57.3,18.0,Partly Cloudy
161.0,2022-02-09,22:00,Winter,2.0,Wednesday,11.6,1019.6,41.3,9.0,Cloudy
167.0,2022-02-10,10:00,Winter,2.0,Thursday,17.9,1018.6,68.5,17.0,Clear
166.0,2022-02-10,14:00,Winter,2.0,Thursday,24.2,1019.7,39.9,13.4,Clear
165.0,2022-02-10,16:00,Winter,2.0,Thursday,20.0,1019.9,53.6,10.3,Partly Cloudy
164.0,2022-02-10,19:00,Winter,2.0,Thursday,18.1,1014.0,38.8,10.0,Fog
170.0,2022-02-11,00:00,Winter,2.0,Friday,10.1,1015.4,53.7,10.2,Fog
172.0,2022-02-11,05:00,Winter,2.0,Friday,21.6,1020.3,61.4,17.4,Fog
169.0,2022-02-11,12:00,Winter,2.0,Friday,25.7,1018.8,47.4,14.4,Fog
171.0,2022-02-11,16:00,Winter,2.0,Friday,22.6,1012.7,64.8,10.4,Cloudy
168.0,2022-02-11,21:00,Winter,2.0,Friday,12.2,1006.4,74.3,14.4,Clear
173.0,2022-02-12,03:00,Winter,2.0,Saturday,12.8,1015.8,59.3,9.3,Clear
176.0,2022-02-12,14:00,Winter,2.0,Saturday,24.8,1011.5,56.2,8.4,Clear
177.0,2022-02-12,14:00,Winter,2.0,Saturday,23.3,1023.8,46.8,14.5,Fog
175.0,2022-02-12,15:00,Winter,2.0,Saturday,22.8,1022.2,66.0,11.6,Clear
174.0,2022-02-12,19:00,Winter,2.0,Saturday,14.2,1012.3,47.1,10.0,Partly Cloudy
178.0,2022-02-13,05:00,Winter,2.0,Sunday,16.2,1022.6,60.6,20.9,Cloudy
182.0,2022-02-15,06:00,Winter,2.0,Tuesday,21.0,1024.3,55.5,15.9,Cloudy
181.0,2022-02-15,10:00,Winter,2.0,Tuesday,23.4,1021.7,58.4,13.100000000000001,Cloudy
180.0,2022-02-15,13:00,Winter,2.0,Tuesday,25.8,1019.6,61.3,10.3,Clear
179.0,2022-02-15,14:00,Winter,2.0,Tuesday,24.9,1017.6,52.8,19.2,Cloudy
189.0,2022-02-16,02:00,Winter,2.0,Wednesday,15.2,1018.5,53.0,18.2,Clear
185.0,2022-02-16,04:00,Winter,2.0,Wednesday,12.3,1018.2,56.1,10.3,Cloudy
183.0,2022-02-16,08:00,Winter,2.0,Wednesday,23.9,1016.2,54.8,9.2,Clear
187.0,2022-02-16,09:00,Winter,2.0,Wednesday,22.9,1014.4,68.9,10.0,Partly Cloudy
184.0,2022-02-16,15:00,Winter,2.0,Wednesday,22.1,1015.4,47.3,15.7,Cloudy
188.0,2022-02-16,17:00,Winter,2.0,Wednesday,19.7,1011.3,55.6,8.5,Fog
186.0,2022-02-16,19:00,Winter,2.0,Wednesday,18.1,1017.5,37.0,10.2,Haze
191.0,2022-02-17,10:00,Winter,2.0,Thursday,21.1,1023.3,73.2,9.4,Fog
190.0,2022-02-17,12:00,Winter,2.0,Thursday,25.7,1024.6,51.0,15.1,Fog
194.0,2022-02-18,12:00,Winter,2.0,Friday,24.1,1016.3,66.0,13.0,Clear
192.0,2022-02-18,16:00,Winter,2.0,Friday,19.0,1012.9,60.2,15.4,Partly Cloudy
193.0,2022-02-18,21:00,Winter,2.0,Friday,15.5,1014.8499999999999,60.9,8.9,Cloudy
195.0,2022-02-19,05:00,Winter,2.0,Saturday,17.6,1016.8,49.8,9.8,Clear
201.0,2022-02-20,09:00,Winter,2.0,Sunday,23.6,1011.7,48.5,10.3,Haze
197.0,2022-02-20,12:00,Winter,2.0,Sunday,27.2,1014.0,60.9,12.4,Clear
196.0,2022-02-20,16:00,Winter,2.0,Sunday,21.7,1015.4,56.8,20.6,Cloudy
198.0,2022-02-20,18:00,Winter,2.0,Sunday,17.3,1016.7,55.5,16.1,Cloudy
200.0,2022-02-20,18:00,Winter,2.0,Sunday,19.9,1017.6,43.9,17.6,Clear
199.0,2022-02-20,20:00,Winter,2.0,Sunday,15.6,1016.2,63.6,10.1,Clear
202.0,2022-02-22,02:00,Winter,2.0,Tuesday,14.8,1029.6,63.8,11.0,Clear
205.0,2022-02-22,04:00,Winter,2.0,Tuesday,15.2,1024.4,56.2,17.1,Haze
206.0,2022-02-22,04:00,Winter,2.0,Tuesday,13.9,1023.4,54.2,22.4,Clear
203.0,2022-02-22,13:00,Winter,2.0,Tuesday,22.4,1015.0,51.9,10.6,Clear
204.0,2022-02-22,18:00,Winter,2.0,Tuesday,17.3,1019.0,55.8,9.0,Clear
207.0,2022-02-22,19:00,Winter,2.0,Tuesday,17.3,1018.0,47.8,17.2,haze
212.0,2022-02-23,03:00,Winter,2.0,Wednesday,11.5,1023.4,50.2,17.8,Clear
211.0,2022-02-23,04:00,Winter,2.0,Wednesday,12.1,1018.1,40.7,20.6,Clear
210.0,2022-02-23,09:00,Winter,2.0,Wednesday,19.8,1021.7,63.0,13.6,Clear
208.0,2022-02-23,16:00,Winter,2.0,Wednesday,20.2,1023.1,58.9,9.0,Haze
209.0,2022-02-23,20:00,Winter,2.0,Wednesday,11.2,1017.6,60.4,10.1,Clear
213.0,2022-02-24,05:00,Winter,2.0,Thursday,13.7,1020.0,61.5,15.6,Partly Cloudy
215.0,2022-02-24,06:00,Winter,2.0,Thursday,20.9,1028.0,32.3,13.5,Fog
216.0,2022-02-24,06:00,Winter,2.0,Thursday,18.3,1011.2,47.0,11.3,Fog
219.0,2022-02-25,00:00,Winter,2.0,Friday,8.9,1017.3,64.3,17.0,Clear
218.0,2022-02-25,02:00,Winter,2.0,Friday,11.7,1018.6,74.4,19.6,Clear
217.0,2022-02-25,17:00,Winter,2.0,Friday,18.4,1025.0,54.5,10.7,Clear
221.0,2022-02-27,03:00,Winter,2.0,Sunday,11.8,1021.5,48.9,12.5,Cloudy
222.0,2022-02-27,05:00,Winter,2.0,Sunday,11.7,1018.0,50.3,17.7,Partly Cloudy
223.0,2022-02-27,08:00,Winter,2.0,Sunday,20.3,1017.2,51.5,23.8,Fog
224.0,2022-02-27,21:00,Winter,2.0,Sunday,10.7,1021.5,53.7,13.1,Clear
220.0,2022-02-27,23:00,Winter,2.0,Sunday,12.8,1021.2,49.7,8.4,Fog
226.0,2022-02-28,11:00,Winter,2.0,Monday,26.1,1017.5,52.0,13.9,Cloudy
225.0,2022-02-28,13:00,Winter,2.0,Monday,25.7,1023.2,65.0,17.1,Clear
227.0,2022-02-28,19:00,Winter,2.0,Monday,16.3,1019.9,82.7,9.6,Partly Cloudy
228.0,2022-02-28,23:00,Winter,2.0,Monday,11.6,1019.0,41.3,22.5,Cloudy
229.0,2022-03-01,03:00,Summer,3.0,Tuesday,33.9,1009.4,40.4,20.5,Clear
230.0,2022-03-01,20:00,Summer,3.0,Tuesday,32.9,1006.4,74.6,18.5,Clear
231.0,2022-03-01,23:00,Summer,3.0,Tuesday,30.1,1008.2,31.4,14.5,Clear
233.0,2022-03-02,09:00,Summer,3.0,Wednesday,36.5,998.9,43.0,15.2,Cloudy
232.0,2022-03-02,11:00,Summer,3.0,Wednesday,40.1,1002.3,47.7,13.5,Haze
234.0,2022-03-02,21:00,Summer,3.0,Wednesday,31.2,1007.9,34.3,18.6,Clear
236.0,2022-03-03,02:00,Summer,3.0,Thursday,28.8,1006.5,48.9,15.7,Haze
235.0,2022-03-03,06:00,Summer,3.0,Thursday,37.2,1000.2,49.3,16.3,Fog
237.0,2022-03-03,22:00,Summer,3.0,Thursday,26.1,1005.9,43.2,15.2,Clear
240.0,2022-03-04,09:00,Summer,3.0,Friday,42.6,1008.1,53.3,17.5,Cloudy
238.0,2022-03-04,13:00,Summer,3.0,Friday,36.8,1009.9,52.2,20.1,Clear
241.0,2022-03-04,15:00,Summer,3.0,Friday,37.3,1000.0,43.7,15.4,Clear
242.0,2022-03-04,15:00,Summer,3.0,Friday,35.8,1005.3,27.2,14.0,Fog
239.0,2022-03-04,23:00,Summer,3.0,Friday,28.5,1012.2,61.2,19.8,Haze
243.0,2022-03-05,21:00,Summer,3.0,Saturday,29.6,1007.0,52.1,15.0,Partly Cloudy
246.0,2022-03-06,05:00,Summer,3.0,Sunday,29.2,1000.3,28.6,17.7,Partly Cloudy
244.0,2022-03-06,09:00,Summer,3.0,Sunday,39.9,1006.3,33.8,17.9,Partly Cloudy
247.0,2022-03-06,11:00,Summer,3.0,Sunday,40.3,1002.8,50.7,18.1,Haze
245.0,2022-03-06,12:00,Summer,3.0,Sunday,42.6,1001.8,38.1,13.2,Haze
248.0,2022-03-07,08:00,Summer,3.0,Monday,36.8,1005.9,44.5,14.0,Clear
250.0,2022-03-08,03:00,Summer,3.0,Tuesday,28.9,1005.0,38.3,15.8,Partly Cloudy
249.0,2022-03-08,12:00,Summer,3.0,Tuesday,41.6,1007.8,50.5,19.7,Clear
251.0,2022-03-08,23:00,Summer,3.0,Tuesday,29.3,1003.9,26.2,17.6,Partly Cloudy
257.0,2022-03-10,03:00,Summer,3.0,Thursday,27.6,1005.4,38.7,15.0,Clear
252.0,2022-03-10,10:00,Summer,3.0,Thursday,41.4,1004.9,43.4,19.5,Clear
255.0,2022-03-10,10:00,Summer,3.0,Thursday,37.25,1009.1,50.3,28.2,Haze
254.0,2022-03-10,17:00,Summer,3.0,Thursday,33.1,1007.3,18.3,22.8,Clear
253.0,2022-03-10,19:00,Summer,3.0,Thursday,31.9,1006.1,31.7,15.3,Haze
256.0,2022-03-10,20:00,Summer,3.0,Thursday,30.5,1001.3,61.9,14.1,Partly Cloudy
259.0,2022-03-11,00:00,Summer,3.0,Friday,27.4,1000.6,34.5,15.2,Clear
258.0,2022-03-11,17:00,Summer,3.0,Friday,32.4,1002.5,42.4,19.4,Haze
261.0,2022-03-13,05:00,Summer,3.0,Sunday,30.2,1002.1,47.8,13.9,Clear
260.0,2022-03-13,06:00,Summer,3.0,Sunday,38.9,1003.6,40.3,14.1,Cloudy
262.0,2022-03-13,14:00,Summer,3.0,Sunday,35.4,1004.8,46.4,16.7,Clear
265.0,2022-03-14,10:00,Summer,3.0,Monday,38.2,997.6,43.3,13.1,Clear
263.0,2022-03-14,17:00,Summer,3.0,Monday,37.3,1004.7,40.2,25.8,Cloudy
266.0,2022-03-14,19:00,Summer,3.0,Monday,34.5,1005.6,62.3,17.0,Clear
264.0,2022-03-14,23:00,Summer,3.0,Monday,27.1,1001.0,55.3,15.9,Partly Cloudy
267.0,2022-03-14,23:00,Summer,3.0,Monday,28.4,1004.4,39.9,13.1,Partly Cloudy
268.0,2022-03-15,14:00,Summer,3.0,Tuesday,35.5,1005.4,38.5,15.7,Clear
270.0,2022-03-16,06:00,Summer,3.0,Wednesday,35.0,1001.4,53.8,16.2,Clear
272.0,2022-03-16,09:00,Summer,3.0,Wednesday,41.5,1002.1,34.1,12.0,Haze
273.0,2022-03-16,11:00,Summer,3.0,Wednesday,42.2,1006.5,33.6,21.6,Cloudy
269.0,2022-03-16,15:00,Summer,3.0,Wednesday,37.7,1001.8,49.7,27.9,Partly Cloudy
271.0,2022-03-16,20:00,Summer,3.0,Wednesday,30.6,997.3,46.6,15.7,Fog
274.0,2022-03-16,23:00,Summer,3.0,Wednesday,29.7,1008.5,48.4,13.2,Clear
276.0,2022-03-17,04:00,Summer,3.0,Thursday,28.4,1003.1,54.0,13.7,Fog
275.0,2022-03-17,13:00,Summer,3.0,Thursday,39.0,1005.3,31.6,17.2,Clear
277.0,2022-03-17,20:00,Summer,3.0,Thursday,32.5,1001.5,32.7,19.7,Clear
278.0,2022-03-18,17:00,Summer,3.0,Friday,36.4,1005.6,35.3,23.9,Haze
280.0,2022-03-19,02:00,Summer,3.0,Saturday,25.9,1003.3,37.0,23.9,Clear
279.0,2022-03-19,04:00,Summer,3.0,Saturday,32.6,1002.0,38.7,14.6,Cloudy
282.0,2022-03-19,04:00,Summer,3.0,Saturday,31.2,1012.6,34.4,13.0,Clear
